timestamp(ms),latitude(deg),longitude(deg),speed(m/s),gravity_x(m/s^2),gravity_y(m/s^2),gravity_z(m/s^2),linear_accel_x(m/s^2),linear_accel_y(m/s^2),linear_accel_z(m/s^2),altitude(m),wifi_enabled,bluetooth_enabled,silent_mode,mobile_data_enabled
1734174001868,37.482493,126.941567,0.417393,-1.113710,2.963141,9.281693,0.220672,1.336845,-0.456366,39.700001,false,true,false,false
1734174001899,37.482493,126.941567,0.417393,-0.703405,3.506698,9.131190,0.492716,0.738222,0.785892,39.700001,false,true,false,false
1734174002440,37.482487,126.941679,0.000000,-1.020277,4.714829,8.538137,-0.447369,0.334841,-1.307349,39.799999,false,true,false,false
1734174002471,37.482497,126.941567,0.418273,-1.020277,4.714829,8.538137,-0.447369,0.334841,-1.307349,39.799999,false,true,false,false
1734174002505,37.482497,126.941567,0.418273,-1.020277,4.714829,8.538137,-0.447369,0.334841,-1.307349,39.799999,false,true,false,false
1734174003687,37.482505,126.941575,0.487840,0.843743,3.100270,9.265355,-0.096752,-0.682126,-0.657901,39.799999,false,true,false,false
1734174003722,37.482505,126.941575,0.487840,0.843743,3.100270,9.265355,-0.096752,-0.682126,-0.657901,39.799999,false,true,false,false
1734174004284,37.482508,126.941577,0.496284,-0.505751,2.631215,9.433520,-0.382498,-1.733389,1.659116,39.799999,false,true,false,false
1734174004311,37.482508,126.941577,0.496284,-0.505751,2.631215,9.433520,-0.382498,-1.733389,1.659116,39.799999,false,true,false,false
1734174004843,37.482511,126.941575,0.566630,-0.273900,3.126615,9.290835,-0.279160,1.044085,-0.056100,39.799999,false,true,false,false
1734174004868,37.482511,126.941575,0.566630,-0.273900,3.126615,9.290835,-0.279160,1.044085,-0.056100,39.799999,false,true,false,false
1734174005946,37.482515,126.941568,0.622951,0.773844,4.082189,8.882976,-1.439432,-1.393500,-0.725631,39.799999,false,true,false,false
1734174005978,37.482515,126.941568,0.622951,0.773844,4.082189,8.882976,-1.439432,-1.393500,-0.725631,39.799999,false,true,false,false
1734174007466,37.482486,126.941670,0.000000,1.842746,3.195783,9.086343,-0.789297,-1.364219,1.134804,39.899998,false,true,false,false
1734174007499,37.482518,126.941558,0.611359,1.620209,3.620403,8.968722,-0.722384,-0.732995,-1.141778,39.899998,false,true,false,false
1734174007545,37.482518,126.941558,0.611359,1.620209,3.620403,8.968722,-0.722384,-0.732995,-1.141778,39.899998,false,true,false,false
1734174007882,37.482517,126.941566,0.596965,2.264279,2.984493,9.062903,0.675800,0.501465,0.392098,39.899998,false,true,false,false
1734174007909,37.482517,126.941566,0.596965,2.264279,2.984493,9.062903,0.675800,0.501465,0.392098,39.899998,false,true,false,false
1734174011667,37.482522,126.941551,0.571562,-1.379432,3.289045,9.135082,-0.437768,0.955875,-0.570724,39.899998,false,true,false,false
1734174011697,37.482522,126.941551,0.571562,-1.379432,3.289045,9.135082,-0.437768,0.955875,-0.570724,39.899998,false,true,false,false
1734174012458,37.482471,126.941716,0.000000,-0.099448,4.102091,8.906925,-1.305949,0.118886,-0.457488,39.899998,false,true,false,false
1734174012491,37.482523,126.941549,0.568094,-0.099448,4.102091,8.906925,-1.305949,0.118886,-0.457488,39.899998,false,true,false,false
1734174012535,37.482523,126.941549,0.568094,-0.220856,4.091905,8.909429,-0.576413,0.102737,0.806541,39.899998,false,true,false,false
1734174017488,37.482542,126.941506,0.000000,-0.511882,3.221758,9.248169,0.447239,-1.069370,0.372033,39.700001,false,true,false,false
1734174017524,37.482525,126.941535,0.716019,-0.511882,3.221758,9.248169,0.447239,-1.069370,0.372033,39.700001,false,true,false,false
1734174017566,37.482525,126.941535,0.716019,-0.622115,3.342728,9.198343,1.349953,-0.412225,-0.978749,39.700001,false,true,false,false
1734174019569,37.482518,126.941529,0.670272,-1.603568,2.012886,9.462941,-0.821759,0.524968,1.332813,39.700001,false,true,false,false
1734174019602,37.482518,126.941529,0.670272,-1.603568,2.012886,9.462941,-0.821759,0.524968,1.332813,39.700001,false,true,false,false
1734174020233,37.482515,126.941536,0.664129,-1.715039,1.851472,9.476343,-0.384676,1.055089,-0.212877,39.700001,false,true,false,false
1734174020272,37.482515,126.941536,0.664129,-1.626186,2.236544,9.408707,0.120233,0.605374,1.516335,39.700001,false,true,false,false
1734174021760,37.482513,126.941549,0.631488,0.023953,2.759465,9.410375,1.572980,0.927605,0.820349,39.700001,false,true,false,false
1734174021794,37.482513,126.941549,0.631488,0.023953,2.759465,9.410375,1.572980,0.927605,0.820349,39.700001,false,true,false,false
1734174022560,37.482463,126.941646,0.000000,-0.228955,3.021259,9.326839,0.738920,0.507794,1.531164,39.899998,false,true,false,false
1734174022587,37.482514,126.941554,0.617843,-0.079112,3.589981,9.125577,-1.103624,-1.349008,-1.808597,39.899998,false,true,false,false
1734174022608,37.482514,126.941554,0.617843,-0.079112,3.589981,9.125577,-1.103624,-1.349008,-1.808597,39.899998,false,true,false,false
1734174023559,37.482505,126.941580,0.612392,4.807029,6.008210,6.079819,0.496427,-1.217412,-0.208937,39.899998,false,true,false,false
1734174023591,37.482505,126.941580,0.612392,4.807029,6.008210,6.079819,0.496427,-1.217412,-0.208937,39.899998,false,true,false,false
1734174027551,37.482474,126.941651,0.000000,-0.629723,3.957543,8.950512,0.909844,0.612988,-0.307144,39.899998,false,true,false,false
1734174027608,37.482495,126.941600,0.198567,-0.629723,3.957543,8.950512,0.909844,0.612988,-0.307144,39.899998,false,true,false,false
1734174027626,37.482495,126.941600,0.198567,-0.837883,4.048591,8.892538,-0.323305,1.106424,-0.074394,39.899998,false,true,false,false
1734174028479,37.482488,126.941607,0.235264,-0.410080,3.885602,8.994682,0.213755,1.362787,0.400464,39.899998,false,true,false,false
1734174028512,37.482488,126.941607,0.235264,-0.410080,3.885602,8.994682,0.213755,1.362787,0.400464,39.899998,false,true,false,false
1734174029995,37.482485,126.941605,0.289673,3.962834,3.302941,8.340078,0.617274,-1.002113,-0.850716,39.899998,false,true,false,false
1734174030023,37.482485,126.941605,0.289673,3.962834,3.302941,8.340078,0.617274,-1.002113,-0.850716,39.899998,false,true,false,false
1734174031925,37.482476,126.941596,0.574549,1.542073,3.652617,8.969436,-0.177378,0.802993,1.606052,39.899998,false,true,false,false
1734174031954,37.482476,126.941596,0.574549,1.336589,3.346058,9.120733,-0.999006,-1.320563,0.056541,39.899998,false,true,false,false
1734174032559,37.482472,126.941591,0.695878,0.003840,3.397873,9.199175,0.146995,1.850516,3.073802,39.899998,false,true,false,false
1734174032598,37.482472,126.941591,0.695878,0.003840,3.397873,9.199175,0.146995,1.850516,3.073802,39.899998,false,true,false,false
1734174032653,37.482498,126.941553,0.000000,0.003840,3.397873,9.199175,0.146995,1.850516,3.073802,39.700001,false,true,false,false
1734174033218,37.482471,126.941583,0.696638,-1.347670,2.638603,9.348365,-0.773593,-1.534876,-0.216580,39.700001,false,true,false,false
1734174033247,37.482471,126.941583,0.696638,-1.347670,2.638603,9.348365,-0.773593,-1.534876,-0.216580,39.700001,false,true,false,false
1734174033805,37.482470,126.941575,0.793051,-0.495699,3.466351,9.160189,2.511616,-1.088908,-0.344439,39.700001,false,true,false,false
1734174033836,37.482470,126.941575,0.793051,-0.495699,3.466351,9.160189,2.511616,-1.088908,-0.344439,39.700001,false,true,false,false
1734174034402,37.482467,126.941569,0.801768,-0.180673,2.484127,9.485085,-0.652510,-0.860859,5.079143,39.700001,false,true,false,false
1734174034435,37.482467,126.941569,0.801768,-0.180673,2.484127,9.485085,-0.652510,-0.860859,5.079143,39.700001,false,true,false,false
1734174034935,37.482465,126.941563,0.872779,-0.001970,3.438138,9.184201,2.357865,1.376601,2.526138,39.700001,false,true,false,false
1734174034965,37.482465,126.941563,0.872779,-0.001970,3.438138,9.184201,2.357865,1.376601,2.526138,39.700001,false,true,false,false
1734174035584,37.482463,126.941555,0.925691,-0.683484,3.363379,9.186452,-1.172022,-1.967560,-0.499989,39.700001,false,true,false,false
1734174035613,37.482463,126.941555,0.925691,-0.683484,3.363379,9.186452,-1.172022,-1.967560,-0.499989,39.700001,false,true,false,false
1734174036156,37.482462,126.941548,0.918024,-0.499135,3.486760,9.152253,-1.052307,0.116514,2.907640,39.700001,false,true,false,false
1734174036186,37.482462,126.941548,0.918024,-0.499135,3.486760,9.152253,-1.052307,0.116514,2.907640,39.700001,false,true,false,false
1734174036759,37.482460,126.941541,0.975224,-1.370534,3.532819,9.044954,-0.856073,1.073625,2.155420,39.700001,false,true,false,false
1734174036791,37.482460,126.941541,0.975224,-1.370534,3.532819,9.044954,-0.856073,1.073625,2.155420,39.700001,false,true,false,false
1734174037359,37.482460,126.941534,0.977308,-0.682082,2.868827,9.352806,0.713207,-1.257529,-0.374250,39.700001,false,true,false,false
1734174037393,37.482460,126.941534,0.977308,-0.682082,2.868827,9.352806,0.713207,-1.257529,-0.374250,39.700001,false,true,false,false
1734174037594,37.482455,126.941605,0.000000,-0.353649,2.760393,9.403485,0.348861,-0.418863,-1.339515,39.700001,false,true,false,false
1734174037987,37.482459,126.941529,0.983210,1.113183,2.565996,9.399302,-2.228881,-1.026524,3.462648,39.700001,false,true,false,false
1734174038015,37.482459,126.941529,0.983210,1.113183,2.565996,9.399302,-2.228881,-1.026524,3.462648,39.700001,false,true,false,false
1734174038584,37.482460,126.941523,0.955898,0.001545,2.770073,9.407289,0.012820,1.324012,1.807451,39.700001,false,true,false,false
1734174038614,37.482460,126.941523,0.955898,0.001545,2.770073,9.407289,0.012820,1.324012,1.807451,39.700001,false,true,false,false
1734174039175,37.482462,126.941518,0.961247,-2.208513,1.512131,9.434316,-0.535242,-1.258345,0.863445,39.700001,false,true,false,false
1734174039201,37.482462,126.941518,0.961247,-2.208513,1.512131,9.434316,-0.535242,-1.258345,0.863445,39.700001,false,true,false,false
1734174040429,37.482467,126.941506,0.936785,-0.764046,3.106918,9.270041,-0.227153,0.424529,0.644648,39.700001,false,true,false,false
1734174040444,37.482467,126.941506,0.936785,-0.764046,3.106918,9.270041,-0.227153,0.424529,0.644648,39.700001,false,true,false,false
1734174041842,37.482471,126.941493,0.848190,-0.114452,2.306005,9.530983,0.519072,0.770545,0.908035,39.700001,false,true,false,false
1734174041872,37.482471,126.941493,0.848190,1.558291,2.260395,9.414495,1.209406,0.473783,1.285491,39.700001,false,true,false,false
1734174042626,37.482509,126.941567,0.000000,4.028152,2.563894,8.565675,-0.456003,0.831084,1.056921,39.599998,false,true,false,false
1734174042694,37.482474,126.941486,0.786659,4.028152,2.563894,8.565675,-0.456003,0.831084,1.056921,39.599998,false,true,false,false
1734174042710,37.482474,126.941486,0.786659,4.028152,2.563894,8.565675,-0.456003,0.831084,1.056921,39.599998,false,true,false,false
1734174043499,37.482482,126.941482,0.789803,2.272685,3.094117,9.023952,0.473464,-1.698297,2.188395,39.599998,false,true,false,false
1734174043530,37.482482,126.941482,0.789803,2.272685,3.094117,9.023952,0.473464,-1.698297,2.188395,39.599998,false,true,false,false
1734174044958,37.482490,126.941474,0.713416,2.369366,2.908206,9.060839,0.745491,-1.620125,0.983137,39.599998,false,true,false,false
1734174044985,37.482490,126.941474,0.713416,2.369366,2.908206,9.060839,0.745491,-1.620125,0.983137,39.599998,false,true,false,false
1734174047169,37.482497,126.941460,0.644589,-6.169820,4.754505,5.958046,0.454561,0.359809,-1.138518,39.599998,false,true,false,false
1734174047194,37.482497,126.941460,0.644589,-6.169820,4.754505,5.958046,0.454561,0.359809,-1.138518,39.599998,false,true,false,false
1734174047615,37.482517,126.941509,0.000000,-1.268828,2.721695,9.335568,0.351849,-0.633951,-0.783180,39.599998,false,true,false,false
1734174050922,37.482503,126.941449,0.226672,-2.365042,3.813591,8.719716,0.083368,0.721026,-0.686870,39.599998,false,true,false,false
1734174050953,37.482503,126.941449,0.226672,-2.365042,3.813591,8.719716,0.083368,0.721026,-0.686870,39.599998,false,true,false,false
1734174052725,37.482512,126.941528,0.000000,-4.215313,4.665560,7.525558,-0.360006,0.731270,-0.333077,39.700001,false,true,false,false
1734174052755,37.482505,126.941451,0.197849,-4.215313,4.665560,7.525558,-0.360006,0.731270,-0.333077,39.700001,false,true,false,false
1734174052774,37.482505,126.941451,0.197849,-4.215313,4.665560,7.525558,-0.360006,0.731270,-0.333077,39.700001,false,true,false,false
1734174053536,37.482506,126.941455,0.224781,-4.240472,3.999355,7.886310,-0.207955,1.256217,0.007673,39.700001,false,true,false,false
1734174053567,37.482506,126.941455,0.224781,-3.862153,4.063516,8.046239,0.057766,0.478285,1.099911,39.700001,false,true,false,false
1734174055883,37.482508,126.941454,0.252857,-5.987284,3.214176,7.070487,-0.113441,-0.338740,-0.076725,39.700001,false,true,false,false
1734174055916,37.482508,126.941454,0.252857,-6.129745,2.940041,7.067724,-1.543971,0.823644,-0.150576,39.700001,false,true,false,false
1734174057548,37.482509,126.941453,0.185297,-5.076815,4.453241,7.110902,-0.837163,0.086165,-0.299098,39.700001,false,true,false,false
1734174057580,37.482509,126.941453,0.185297,-5.076815,4.453241,7.110902,-0.837163,0.086165,-0.299098,39.700001,false,true,false,false
1734174057679,37.482561,126.941449,0.000000,-5.076815,4.453241,7.110902,-0.837163,0.086165,-0.299098,39.599998,false,true,false,false
1734174062722,37.482551,126.941457,0.000000,-1.025905,4.390814,8.708539,-0.310060,-0.062097,-0.692452,39.700001,false,true,false,false
1734174062764,37.482511,126.941454,0.044126,-0.476175,4.293735,8.803831,0.674893,-0.580328,-0.328058,39.700001,false,true,false,false
1734174062813,37.482511,126.941454,0.044126,-0.476175,4.293735,8.803831,0.674893,-0.580328,-0.328058,39.700001,false,true,false,false
1734174065092,37.482516,126.941458,0.095215,0.857545,3.144662,9.249113,1.155978,0.856049,1.395807,39.700001,false,true,false,false
1734174065123,37.482516,126.941458,0.095215,0.857545,3.144662,9.249113,1.155978,0.856049,1.395807,39.700001,false,true,false,false
1734174065802,37.482518,126.941459,0.134810,1.954136,3.415721,8.982458,-1.633313,0.915390,-0.147554,39.700001,false,true,false,false
1734174065835,37.482518,126.941459,0.134810,1.954136,3.415721,8.982458,-1.633313,0.915390,-0.147554,39.700001,false,true,false,false
1734174066827,37.482519,126.941458,0.229996,0.702484,3.048640,9.294230,0.516164,-2.840345,0.859879,39.700001,false,true,false,false
1734174066855,37.482519,126.941458,0.229996,0.702484,3.048640,9.294230,0.516164,-2.840345,0.859879,39.700001,false,true,false,false
1734174067686,37.482521,126.941456,0.286832,0.682149,0.227712,9.780246,1.494180,-0.342634,2.751306,39.700001,false,true,false,false
1734174067715,37.482521,126.941456,0.286832,0.682149,0.227712,9.780246,1.494180,-0.342634,2.751306,39.700001,false,true,false,false
1734174067765,37.482557,126.941463,0.000000,0.717086,-0.122196,9.779634,3.776831,0.998474,1.095129,39.599998,false,true,false,false
1734174068198,37.482523,126.941454,0.303903,1.931068,1.947970,9.415241,-0.039649,0.946620,-2.835676,39.599998,false,true,false,false
1734174068230,37.482523,126.941454,0.303903,1.931068,1.947970,9.415241,-0.039649,0.946620,-2.835676,39.599998,false,true,false,false
1734174070201,37.482520,126.941450,0.312605,-0.510007,2.159392,9.552345,0.064686,-0.172204,1.217073,39.599998,false,true,false,false
1734174070234,37.482520,126.941450,0.312605,-0.510007,2.159392,9.552345,0.064686,-0.172204,1.217073,39.599998,false,true,false,false
1734174072787,37.482573,126.941410,0.000000,-0.661878,2.626968,9.425037,-0.008498,-0.019682,0.032358,39.599998,false,true,false,false
1734174072859,37.482520,126.941453,0.055635,-0.660884,2.649942,9.418674,0.100641,-0.037868,-0.049864,39.599998,false,true,false,false
1734174072881,37.482520,126.941453,0.055635,-0.660884,2.649942,9.418674,0.100641,-0.037868,-0.049864,39.599998,false,true,false,false
1734174077717,37.482553,126.941492,0.000000,0.234276,2.326349,9.523844,-0.016403,0.218687,-0.542894,39.599998,false,true,false,false
1734174077731,37.482533,126.941452,0.068631,0.234276,2.326349,9.523844,-0.016403,0.218687,-0.542894,39.599998,false,true,false,false
1734174077744,37.482533,126.941452,0.068631,0.234276,2.326349,9.523844,-0.016403,0.218687,-0.542894,39.599998,false,true,false,false
1734174082826,37.482560,126.941461,0.000000,-2.150814,0.810149,9.533522,0.211511,-0.893946,-0.432861,39.599998,false,true,false,false
1734174082882,37.482534,126.941457,0.023374,-2.150814,0.810149,9.533522,0.211511,-0.893946,-0.432861,39.599998,false,true,false,false
1734174082900,37.482534,126.941457,0.023374,-2.494249,0.709485,9.457576,-0.043605,0.140456,-0.052853,39.599998,false,true,false,false
1734174083558,37.482538,126.941458,0.018191,-2.442784,1.372561,9.397832,-0.798965,0.162123,-0.215769,39.599998,false,true,false,false
1734174083584,37.482538,126.941458,0.018191,-2.442784,1.372561,9.397832,-0.798965,0.162123,-0.215769,39.599998,false,true,false,false
1734174087852,37.482574,126.941444,0.000000,-2.184362,0.675203,9.536406,-0.013515,0.007145,0.004787,39.599998,false,true,false,false
1734174087880,37.482537,126.941459,0.022184,-2.184362,0.675203,9.536406,-0.013515,0.007145,0.004787,39.599998,false,true,false,false
1734174087898,37.482537,126.941459,0.022184,-2.184362,0.675203,9.536406,-0.013515,0.007145,0.004787,39.599998,false,true,false,false
1734174092867,37.482550,126.941497,0.000000,-1.900007,0.691130,9.595973,-0.070421,-0.027936,0.076901,39.599998,false,true,false,false
1734174092893,37.482542,126.941477,0.022078,-1.900007,0.691130,9.595973,-0.070421,-0.027936,0.076901,39.599998,false,true,false,false
1734174092911,37.482542,126.941477,0.022078,-1.900007,0.691130,9.595973,-0.070421,-0.027936,0.076901,39.599998,false,true,false,false
1734174097896,37.482568,126.941415,0.000000,-1.920315,1.497444,9.499496,-0.136304,0.044422,0.170983,39.599998,false,true,false,false
1734174097922,37.482563,126.941426,0.203641,-1.920315,1.497444,9.499496,-0.136304,0.044422,0.170983,37.739748,false,true,false,false
1734174097967,37.482563,126.941426,0.203641,-1.920315,1.497444,9.499496,-0.136304,0.044422,0.170983,37.739748,false,true,false,false
1734174102947,37.482574,126.941411,0.000000,-2.389754,1.616095,9.372710,-0.368366,0.143643,-0.339087,39.599998,false,true,false,false
1734174102976,37.482574,126.941411,0.350165,-2.389754,1.616095,9.372710,-0.368366,0.143643,-0.339087,39.599998,false,true,false,false
1734174102992,37.482574,126.941411,0.350165,-2.389754,1.616095,9.372710,-0.368366,0.143643,-0.339087,39.599998,false,true,false,false
1734174107857,37.482566,126.941444,0.000000,-2.768753,1.146402,9.337566,0.072881,0.021968,-0.019034,39.599998,false,true,false,false
1734174107871,37.482566,126.941444,0.558955,-2.768753,1.146402,9.337566,0.072881,0.021968,-0.019034,39.599998,false,true,false,false
1734174107882,37.482566,126.941444,0.558955,-2.768753,1.146402,9.337566,0.072881,0.021968,-0.019034,39.599998,false,true,false,false
1734174113011,37.482584,126.941255,0.000000,-0.890761,3.887160,8.959179,-0.876160,-1.299028,-1.134628,39.599998,false,true,false,false
1734174113038,37.482582,126.941268,2.971977,-0.890761,3.887160,8.959179,-0.876160,-1.299028,-1.134628,39.599998,false,true,false,false
1734174113057,37.482582,126.941268,2.971977,-0.890761,3.887160,8.959179,-0.876160,-1.299028,-1.134628,39.599998,false,true,false,false
1734174117465,37.482583,126.941298,0.531027,-3.968148,2.603800,8.581632,-0.022986,0.580488,0.112014,39.599998,false,true,false,false
1734174117499,37.482583,126.941298,0.531027,-3.968148,2.603800,8.581632,-0.022986,0.580488,0.112014,39.599998,false,true,false,false
1734174117977,37.482546,126.941453,0.000000,-2.629410,2.172300,9.194438,0.390831,0.207537,-1.496780,39.700001,false,true,false,false
1734174118025,37.482594,126.941288,0.571417,-2.803462,1.965508,9.189545,0.208148,-0.038175,1.266233,39.700001,false,true,false,false
1734174118051,37.482594,126.941288,0.571417,-2.803462,1.965508,9.189545,0.208148,-0.038175,1.266233,39.700001,false,true,false,false
1734174118899,37.482578,126.941354,0.588930,-3.975422,2.329400,8.656805,0.443975,0.641805,0.218800,39.700001,false,true,false,false
1734174118929,37.482578,126.941354,0.588930,-3.975422,2.329400,8.656805,0.443975,0.641805,0.218800,39.700001,false,true,false,false
1734174123031,37.482558,126.941436,0.000000,-3.999916,2.452454,8.611418,0.308057,-0.537093,0.506001,39.599998,false,true,false,false
1734174123061,37.482571,126.941388,0.252067,-3.999916,2.452454,8.611418,0.308057,-0.537093,0.506001,39.599998,false,true,false,false
1734174123110,37.482571,126.941388,0.252067,-3.999916,2.452454,8.611418,0.308057,-0.537093,0.506001,39.599998,false,true,false,false
1734174128021,37.482561,126.941465,0.000000,0.709894,2.256329,9.517111,-0.089796,-0.149432,-0.141118,39.700001,false,true,false,false
1734174128059,37.482563,126.941414,0.095013,0.709894,2.256329,9.517111,-0.089796,-0.149432,-0.141118,39.700001,false,true,false,false
1734174128079,37.482563,126.941414,0.095013,0.572576,2.335487,9.507263,1.428976,0.080262,-0.926145,39.700001,false,true,false,false
1734174128947,37.482561,126.941434,0.103727,1.178777,2.596189,9.382999,0.485193,-0.951372,0.936309,39.700001,false,true,false,false
1734174128975,37.482561,126.941434,0.103727,-0.173249,2.451345,9.493749,-0.856258,0.443244,-0.203947,39.700001,false,true,false,false
1734174133098,37.482582,126.941386,0.000000,-0.021948,2.078296,9.583871,-0.708284,0.200984,0.323635,39.599998,false,true,false,false
1734174133136,37.482560,126.941444,0.101250,-0.126115,2.220065,9.551219,-0.855507,-0.005428,0.107290,39.599998,false,true,false,false
1734174133178,37.482560,126.941444,0.101250,-0.126115,2.220065,9.551219,-0.855507,-0.005428,0.107290,39.599998,false,true,false,false
1734174135142,37.482566,126.941437,0.086767,1.625733,3.346979,9.073318,0.275264,-0.471543,0.396049,39.599998,false,true,false,false
1734174135177,37.482566,126.941437,0.086767,1.625733,3.346979,9.073318,0.275264,-0.471543,0.396049,39.599998,false,true,false,false
1734174137538,37.482569,126.941433,0.126860,1.097916,3.473418,9.104961,0.046512,-0.147872,0.934226,39.599998,false,true,false,false
1734174137572,37.482569,126.941433,0.126860,1.097916,3.473418,9.104961,0.046512,-0.147872,0.934226,39.599998,false,true,false,false
1734174138130,37.482557,126.941479,0.000000,1.246086,2.863854,9.296020,-0.707390,0.224666,-0.781940,39.599998,false,true,false,false
1734174138159,37.482569,126.941432,0.158829,1.446936,2.539368,9.361002,-1.880287,0.656892,-0.377658,39.599998,false,true,false,false
1734174138205,37.482569,126.941432,0.158829,1.446936,2.539368,9.361002,-1.880287,0.656892,-0.377658,39.599998,false,true,false,false
1734174139202,37.482566,126.941448,0.208604,-1.416919,0.915554,9.660460,0.801609,1.349361,0.041144,39.599998,false,true,false,false
1734174139232,37.482566,126.941448,0.208604,-1.782567,1.021305,9.589045,-0.365032,0.163824,0.466902,39.599998,false,true,false,false
1734174140608,37.482566,126.941455,0.235735,-0.795166,2.077789,9.550962,-0.088294,0.725821,0.425975,39.599998,false,true,false,false
1734174140640,37.482566,126.941455,0.235735,-0.795166,2.077789,9.550962,-0.088294,0.725821,0.425975,39.599998,false,true,false,false
1734174141423,37.482567,126.941458,0.269359,-1.803563,3.002386,9.159869,0.422109,1.132400,1.336611,39.599998,false,true,false,false
1734174141457,37.482567,126.941458,0.269359,-1.803563,3.002386,9.159869,0.422109,1.132400,1.336611,39.599998,false,true,false,false
1734174142240,37.482568,126.941460,0.308860,-1.045254,1.893913,9.565088,0.564020,0.124399,0.759008,39.599998,false,true,false,false
1734174142272,37.482568,126.941460,0.308860,-1.045254,1.893913,9.565088,0.564020,0.124399,0.759008,39.599998,false,true,false,false
1734174143048,37.482568,126.941461,0.294012,0.783274,2.570750,9.431231,-0.742572,0.649452,0.277556,39.599998,false,true,false,false
1734174143088,37.482568,126.941461,0.294012,0.783274,2.570750,9.431231,-0.742572,0.649452,0.277556,39.599998,false,true,false,false
1734174143135,37.482552,126.941517,0.000000,0.783274,2.570750,9.431231,-0.742572,0.649452,0.277556,39.700001,false,true,false,false
1734174144699,37.482567,126.941468,0.309816,0.160583,3.097131,9.303352,0.890472,-0.422807,-0.042281,39.700001,false,true,false,false
1734174144734,37.482567,126.941468,0.309816,0.160583,3.097131,9.303352,0.890472,-0.422807,-0.042281,39.700001,false,true,false,false
1734174148156,37.482593,126.941324,0.000000,0.344021,3.225899,9.254491,0.211434,-0.058370,0.229241,39.599998,false,true,false,false
1734174148192,37.482567,126.941465,0.134491,0.344021,3.225899,9.254491,0.211434,-0.058370,0.229241,39.599998,false,true,false,false
1734174148231,37.482567,126.941465,0.134491,0.473784,3.193126,9.260121,-0.117048,-0.044750,-0.169038,39.599998,false,true,false,false
1734174153239,37.482578,126.941360,0.000000,-0.454789,3.131978,9.281932,-0.251500,0.107377,0.175464,39.599998,false,true,false,false
1734174153268,37.482571,126.941435,0.071933,-0.458899,3.292786,9.225905,0.238633,-0.556214,-0.122851,39.599998,false,true,false,false
1734174153292,37.482571,126.941435,0.071933,-0.458899,3.292786,9.225905,0.238633,-0.556214,-0.122851,39.599998,false,true,false,false
1734174158245,37.482585,126.941337,0.000000,-0.438529,3.404763,9.186166,-0.004399,0.090771,0.108424,39.599998,false,true,false,false
1734174158285,37.482572,126.941417,0.072572,-0.438529,3.404763,9.186166,-0.004399,0.090771,0.108424,36.974888,false,true,false,false
1734174158305,37.482572,126.941417,0.072572,-0.394392,3.364057,9.203149,0.018502,-0.095971,0.045952,36.974888,false,true,false,false
1734174158335,37.482572,126.941417,0.072572,-0.394392,3.364057,9.203149,0.018502,-0.095971,0.045952,36.974888,false,true,false,false
1734174163186,37.482589,126.941282,0.000000,0.535300,3.657442,9.083334,-0.066037,-0.219368,0.199286,39.700001,false,true,false,false
1734174163219,37.482575,126.941397,0.058338,0.535300,3.657442,9.083334,-0.066037,-0.219368,0.199286,37.438802,false,true,false,false
1734174163235,37.482575,126.941397,0.058338,0.535300,3.657442,9.083334,-0.066037,-0.219368,0.199286,37.438802,false,true,false,false
1734174163273,37.482575,126.941397,0.058338,0.535300,3.657442,9.083334,-0.066037,-0.219368,0.199286,37.438802,false,true,false,false
1734174168232,37.482528,126.941567,0.000000,0.421361,3.681944,9.079432,0.064662,-0.047546,0.018833,39.700001,false,true,false,false
1734174168266,37.482553,126.941471,0.057982,0.421361,3.681944,9.079432,0.064662,-0.047546,0.018833,39.700001,false,true,false,false
1734174168283,37.482553,126.941471,0.057982,0.421361,3.681944,9.079432,0.064662,-0.047546,0.018833,39.700001,false,true,false,false
1734174168318,37.482553,126.941471,0.057982,0.421361,3.681944,9.079432,0.064662,-0.047546,0.018833,39.700001,false,true,false,false
1734174173235,37.482509,126.941689,0.000000,0.208901,4.020399,8.942209,-0.141864,-0.189676,-0.219833,39.899998,false,true,false,false
1734174173267,37.482519,126.941635,0.611112,0.155963,3.937096,8.980274,0.109793,0.092345,0.733301,39.899998,false,true,false,false
1734174173284,37.482519,126.941635,0.611112,0.155963,3.937096,8.980274,0.109793,0.092345,0.733301,39.899998,false,true,false,false
1734174173333,37.482519,126.941635,0.611112,0.155963,3.937096,8.980274,0.109793,0.092345,0.733301,39.899998,false,true,false,false
1734174178251,37.482320,126.942144,0.000000,-0.065222,4.038118,8.936427,0.096346,-0.176271,0.250424,39.799999,false,true,false,false
1734174178287,37.482327,126.942127,9.203254,-0.078750,3.922409,8.987706,0.014106,-0.192243,0.029157,43.120065,false,true,false,false
1734174178303,37.482327,126.942127,9.203254,-0.078750,3.922409,8.987706,0.014106,-0.192243,0.029157,43.120065,false,true,false,false
1734174178347,37.482327,126.942127,9.203254,-0.078750,3.922409,8.987706,0.014106,-0.192243,0.029157,43.120065,false,true,false,false
1734174183306,37.482465,126.941604,0.000000,-0.036034,3.744066,9.063723,-0.052552,-0.011506,-0.046860,39.700001,false,true,false,false
1734174183380,37.482376,126.941878,3.294932,-0.004740,3.735639,9.067268,-0.040750,-0.007867,0.045362,39.700001,false,true,false,false
